Initiative_ID,Change_Type,Outcome,ROI,Time_Taken,KPI_ID,KPI_Name,KPI_Value,Benchmark_Value,Event_ID,Success_Rate,Implementation_Time,Feedback_ID,Employee_Satisfaction,Engagement_Level
579,Cultural Change,Partially Successful,-0.46533728961859183,8,1248,Change Adoption Rate,11.8496459318569,73.25108064584913,1430,0.6708804613963855,5,NULL,NULL,NULL
579,Cultural Change,Partially Successful,-0.46533728961859183,8,1694,Change Adoption Rate,77.0787745594762,NULL,1430,0.6708804613963855,5,NULL,NULL,NULL
580,Cultural Change,Successful,-0.26481238714744515,23,1064,Employee Engagement,63.73660824880151,NULL,1562,0.754448285943679,2,NULL,NULL,NULL
580,Cultural Change,Successful,-0.26481238714744515,23,1876,Change Adoption Rate,26.257804596386936,75.50418833414494,1562,0.754448285943679,2,NULL,NULL,NULL
580,Cultural Change,Successful,-0.26481238714744515,23,448,Cost Efficiency,49.012961716100655,NULL,1562,0.754448285943679,2,NULL,NULL,NULL
580,Cultural Change,Successful,-0.26481238714744515,23,1222,Cost Efficiency,81.81467374562821,60.50428695062837,1562,0.754448285943679,2,NULL,NULL,NULL
581,Cultural Change,Partially Successful,0.2251108977584666,21,1678,Cost Efficiency,28.425906819734536,52.12491855754942,976,0.560112188510508,5,NULL,NULL,NULL
581,Cultural Change,Partially Successful,0.2251108977584666,21,1678,Cost Efficiency,28.425906819734536,52.12491855754942,1658,0.8227488517994019,8,NULL,NULL,NULL
581,Cultural Change,Partially Successful,0.2251108977584666,21,1678,Cost Efficiency,28.425906819734536,91.33547712137079,976,0.560112188510508,5,NULL,NULL,NULL
581,Cultural Change,Partially Successful,0.2251108977584666,21,1678,Cost Efficiency,28.425906819734536,91.33547712137079,1658,0.8227488517994019,8,NULL,NULL,NULL
582,Cultural Change,Partially Successful,1.179019933647266,9,501,Employee Engagement,11.523344180115346,57.6772173803134,NULL,NULL,NULL,170,1,0.5906790488930704
582,Cultural Change,Partially Successful,1.179019933647266,9,501,Employee Engagement,11.523344180115346,57.6772173803134,NULL,NULL,NULL,1235,5,0.6857190463655268
582,Cultural Change,Partially Successful,1.179019933647266,9,501,Employee Engagement,11.523344180115346,57.6772173803134,NULL,NULL,NULL,1838,2,0.11363108280001877
582,Cultural Change,Partially Successful,1.179019933647266,9,501,Employee Engagement,11.523344180115346,79.91324076323154,NULL,NULL,NULL,170,1,0.5906790488930704
582,Cultural Change,Partially Successful,1.179019933647266,9,501,Employee Engagement,11.523344180115346,79.91324076323154,NULL,NULL,NULL,1235,5,0.6857190463655268
582,Cultural Change,Partially Successful,1.179019933647266,9,501,Employee Engagement,11.523344180115346,79.91324076323154,NULL,NULL,NULL,1838,2,0.11363108280001877
582,Cultural Change,Partially Successful,1.179019933647266,9,1892,Employee Engagement,56.77611987366837,75.5396620366524,NULL,NULL,NULL,170,1,0.5906790488930704
582,Cultural Change,Partially Successful,1.179019933647266,9,1892,Employee Engagement,56.77611987366837,75.5396620366524,NULL,NULL,NULL,1235,5,0.6857190463655268
582,Cultural Change,Partially Successful,1.179019933647266,9,1892,Employee Engagement,56.77611987366837,75.5396620366524,NULL,NULL,NULL,1838,2,0.11363108280001877
588,Cultural Change,Partially Successful,1.350583772952288,16,1121,Cost Efficiency,51.02747809006253,87.83745273302557,NULL,NULL,NULL,199,5,0.8185980989195047
588,Cultural Change,Partially Successful,1.350583772952288,16,1121,Cost Efficiency,51.02747809006253,63.76468557544265,NULL,NULL,NULL,199,5,0.8185980989195047
589,Process Change,Unsuccessful,-0.06975092042485154,6,798,Employee Engagement,11.195333946168184,NULL,1581,0.9623624869247631,6,40,5,0.073349986719072
589,Process Change,Unsuccessful,-0.06975092042485154,6,1573,Cost Efficiency,62.81525863922282,67.77402181742323,1581,0.9623624869247631,6,40,5,0.073349986719072
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,83.59786889141988,NULL,NULL,NULL,617,1,0.907020568436363
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,83.59786889141988,NULL,NULL,NULL,1653,3,0.7775914394062645
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,83.59786889141988,NULL,NULL,NULL,1704,5,0.9305821008338699
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,83.59786889141988,NULL,NULL,NULL,1950,1,0.4219288360333818
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,56.109375384663466,NULL,NULL,NULL,617,1,0.907020568436363
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,56.109375384663466,NULL,NULL,NULL,1653,3,0.7775914394062645
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,56.109375384663466,NULL,NULL,NULL,1704,5,0.9305821008338699
590,Cultural Change,Successful,1.6988402705567398,5,1544,Cost Efficiency,2.236631545254031,56.109375384663466,NULL,NULL,NULL,1950,1,0.4219288360333818
594,Technology Change,Unsuccessful,-0.3679275577948175,4,548,Employee Engagement,28.275003497080252,NULL,1401,0.7210585749046516,3,491,5,0.22659112135852644
594,Technology Change,Unsuccessful,-0.3679275577948175,4,548,Employee Engagement,28.275003497080252,NULL,1957,0.8139236628908256,4,491,5,0.22659112135852644
595,Cultural Change,Successful,1.095055369053731,2,1299,Employee Engagement,92.76954747940182,67.43616311895362,NULL,NULL,NULL,35,1,0.1522965566964649
595,Cultural Change,Successful,1.095055369053731,2,1299,Employee Engagement,92.76954747940182,67.43616311895362,NULL,NULL,NULL,166,2,0.23529192917138764
595,Cultural Change,Successful,1.095055369053731,2,1299,Employee Engagement,92.76954747940182,67.43616311895362,NULL,NULL,NULL,1397,4,0.16844948220969935
597,Process Change,Partially Successful,0.13099903519209044,14,1871,Change Adoption Rate,89.62020510312239,NULL,NULL,NULL,NULL,625,3,0.5911911330565115
597,Process Change,Partially Successful,0.13099903519209044,14,1871,Change Adoption Rate,89.62020510312239,NULL,NULL,NULL,NULL,710,4,0.1333640647127956
599,Cultural Change,Unsuccessful,0.29964467868847533,17,41,Employee Engagement,67.7418438792176,60.31553723983322,NULL,NULL,NULL,561,4,0.42844841871877015
599,Cultural Change,Unsuccessful,0.29964467868847533,17,41,Employee Engagement,67.7418438792176,69.74573846042156,NULL,NULL,NULL,561,4,0.42844841871877015
602,Technology Change,Successful,1.8556796156738518,23,1742,Cost Efficiency,93.02506485692949,NULL,NULL,NULL,NULL,NULL,NULL,NULL
602,Technology Change,Successful,1.8556796156738518,23,423,Cost Efficiency,23.89214866386492,75.97461551840757,NULL,NULL,NULL,NULL,NULL,NULL
602,Technology Change,Successful,1.8556796156738518,23,423,Cost Efficiency,23.89214866386492,75.69590927133086,NULL,NULL,NULL,NULL,NULL,NULL
603,Process Change,Partially Successful,0.4288548573987526,15,1769,Cost Efficiency,12.280198990582903,NULL,NULL,NULL,NULL,113,3,0.2586261818215746
603,Process Change,Partially Successful,0.4288548573987526,15,1769,Cost Efficiency,12.280198990582903,NULL,NULL,NULL,NULL,1051,2,0.624959365364073
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,75.87269349942005,1752,0.8134116327090253,10,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,75.87269349942005,1752,0.8134116327090253,10,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,75.87269349942005,1752,0.8134116327090253,10,1991,5,0.9832828497478231
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,75.87269349942005,1369,0.7856062487201562,9,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,75.87269349942005,1369,0.7856062487201562,9,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,75.87269349942005,1369,0.7856062487201562,9,1991,5,0.9832828497478231
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,68.19834073582786,1752,0.8134116327090253,10,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,68.19834073582786,1752,0.8134116327090253,10,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,68.19834073582786,1752,0.8134116327090253,10,1991,5,0.9832828497478231
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,68.19834073582786,1369,0.7856062487201562,9,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,68.19834073582786,1369,0.7856062487201562,9,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1448,Cost Efficiency,85.6324934817232,68.19834073582786,1369,0.7856062487201562,9,1991,5,0.9832828497478231
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,57.39268637240114,1752,0.8134116327090253,10,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,57.39268637240114,1752,0.8134116327090253,10,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,57.39268637240114,1752,0.8134116327090253,10,1991,5,0.9832828497478231
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,57.39268637240114,1369,0.7856062487201562,9,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,57.39268637240114,1369,0.7856062487201562,9,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,57.39268637240114,1369,0.7856062487201562,9,1991,5,0.9832828497478231
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,61.157712013570986,1752,0.8134116327090253,10,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,61.157712013570986,1752,0.8134116327090253,10,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,61.157712013570986,1752,0.8134116327090253,10,1991,5,0.9832828497478231
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,61.157712013570986,1369,0.7856062487201562,9,314,2,0.5008625884462944
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,61.157712013570986,1369,0.7856062487201562,9,1621,3,0.8879855255896414
604,Cultural Change,Unsuccessful,1.996570933665605,1,1450,Change Adoption Rate,35.73462418543257,61.157712013570986,1369,0.7856062487201562,9,1991,5,0.9832828497478231
605,Process Change,Successful,1.946976209245459,7,1210,Change Adoption Rate,75.49322363703699,97.25106752011808,477,0.8953859475307947,2,1215,4,0.4189717001390717
605,Process Change,Successful,1.946976209245459,7,1210,Change Adoption Rate,75.49322363703699,66.83377775164774,477,0.8953859475307947,2,1215,4,0.4189717001390717
605,Process Change,Successful,1.946976209245459,7,1210,Change Adoption Rate,75.49322363703699,55.592537171580645,477,0.8953859475307947,2,1215,4,0.4189717001390717
605,Process Change,Successful,1.946976209245459,7,1210,Change Adoption Rate,75.49322363703699,54.14911937638402,477,0.8953859475307947,2,1215,4,0.4189717001390717
605,Process Change,Successful,1.946976209245459,7,1210,Change Adoption Rate,75.49322363703699,73.54769138673586,477,0.8953859475307947,2,1215,4,0.4189717001390717
605,Process Change,Successful,1.946976209245459,7,1210,Change Adoption Rate,75.49322363703699,91.2667388803303,477,0.8953859475307947,2,1215,4,0.4189717001390717
606,Process Change,Unsuccessful,1.4429019595985801,12,984,Change Adoption Rate,92.99962894374102,89.97497674173832,1153,0.8332825031137776,3,163,3,0.8152244887627118
606,Process Change,Unsuccessful,1.4429019595985801,12,984,Change Adoption Rate,92.99962894374102,89.97497674173832,1153,0.8332825031137776,3,365,1,0.14568734437851794
606,Process Change,Unsuccessful,1.4429019595985801,12,984,Change Adoption Rate,92.99962894374102,89.97497674173832,1153,0.8332825031137776,3,1331,2,0.8540701477632976
609,Process Change,Partially Successful,1.2298095464086445,1,1831,Cost Efficiency,53.28437256395075,NULL,1611,0.8406278847277435,10,1777,2,0.20752881354053154
610,Process Change,Partially Successful,-0.15142177617048846,17,796,Change Adoption Rate,59.50655812691774,NULL,NULL,NULL,NULL,NULL,NULL,NULL
611,Process Change,Successful,0.7171955146000846,22,1372,Employee Engagement,88.56981767977912,78.47903675941392,79,0.7071158596149251,9,92,1,0.5538432761434602
612,Cultural Change,Partially Successful,-0.18270636727144113,12,1120,Cost Efficiency,77.93450801743764,NULL,1462,0.938086957491375,5,421,2,0.21606372266685137
612,Cultural Change,Partially Successful,-0.18270636727144113,12,1120,Cost Efficiency,77.93450801743764,NULL,1964,0.7174172029998578,8,421,2,0.21606372266685137
614,Cultural Change,Successful,1.0666391762947,13,1964,Employee Engagement,26.51774028197076,68.09569460292849,1981,0.8230497468789227,6,222,1,0.8870031308789702
614,Cultural Change,Successful,1.0666391762947,13,1964,Employee Engagement,26.51774028197076,68.09569460292849,1981,0.8230497468789227,6,1187,2,0.6961193286418405
614,Cultural Change,Successful,1.0666391762947,13,1964,Employee Engagement,26.51774028197076,68.09569460292849,1981,0.8230497468789227,6,1705,4,0.2197691456441606
617,Cultural Change,Partially Successful,1.2712586814283584,6,1536,Cost Efficiency,86.48804284927691,98.2395110304115,130,0.648258339837774,2,NULL,NULL,NULL
617,Cultural Change,Partially Successful,1.2712586814283584,6,1536,Cost Efficiency,86.48804284927691,74.05904297411544,130,0.648258339837774,2,NULL,NULL,NULL
617,Cultural Change,Partially Successful,1.2712586814283584,6,1118,Cost Efficiency,44.104829026838665,53.48625706553875,130,0.648258339837774,2,NULL,NULL,NULL
618,Technology Change,Unsuccessful,1.3303531998376552,3,1319,Change Adoption Rate,86.27645561791896,62.20922641319354,766,0.88522320650839,9,1837,3,0.335705675145343
618,Technology Change,Unsuccessful,1.3303531998376552,3,1319,Change Adoption Rate,86.27645561791896,62.20922641319354,1971,0.9579845360110051,2,1837,3,0.335705675145343
620,Technology Change,Unsuccessful,0.2734319405292087,8,216,Change Adoption Rate,57.37860329901782,52.2258394795037,630,0.7345208952211262,8,NULL,NULL,NULL
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,60.23167016273133,887,0.9584865915164511,3,210,5,0.8447201299347495
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,60.23167016273133,887,0.9584865915164511,3,529,4,0.3264762556177886
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,60.23167016273133,1950,0.7622072464919565,4,210,5,0.8447201299347495
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,60.23167016273133,1950,0.7622072464919565,4,529,4,0.3264762556177886
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,74.80298183745629,887,0.9584865915164511,3,210,5,0.8447201299347495
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,74.80298183745629,887,0.9584865915164511,3,529,4,0.3264762556177886
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,74.80298183745629,1950,0.7622072464919565,4,210,5,0.8447201299347495
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,74.80298183745629,1950,0.7622072464919565,4,529,4,0.3264762556177886
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,88.02368422774298,887,0.9584865915164511,3,210,5,0.8447201299347495
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,88.02368422774298,887,0.9584865915164511,3,529,4,0.3264762556177886
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,88.02368422774298,1950,0.7622072464919565,4,210,5,0.8447201299347495
623,Cultural Change,Unsuccessful,1.113743956043245,1,259,Cost Efficiency,27.28651179009717,88.02368422774298,1950,0.7622072464919565,4,529,4,0.3264762556177886
625,Process Change,Unsuccessful,1.9539928366219255,14,233,Cost Efficiency,32.700227748586265,93.39371317087023,NULL,NULL,NULL,306,4,0.22307894223895297
625,Process Change,Unsuccessful,1.9539928366219255,14,233,Cost Efficiency,32.700227748586265,93.39371317087023,NULL,NULL,NULL,1246,5,0.7022067137704807
625,Process Change,Unsuccessful,1.9539928366219255,14,233,Cost Efficiency,32.700227748586265,53.40047208124384,NULL,NULL,NULL,306,4,0.22307894223895297
625,Process Change,Unsuccessful,1.9539928366219255,14,233,Cost Efficiency,32.700227748586265,53.40047208124384,NULL,NULL,NULL,1246,5,0.7022067137704807
625,Process Change,Unsuccessful,1.9539928366219255,14,233,Cost Efficiency,32.700227748586265,66.42932897289,NULL,NULL,NULL,306,4,0.22307894223895297
625,Process Change,Unsuccessful,1.9539928366219255,14,233,Cost Efficiency,32.700227748586265,66.42932897289,NULL,NULL,NULL,1246,5,0.7022067137704807
627,Cultural Change,Unsuccessful,0.12153752109655735,12,770,Change Adoption Rate,41.17177286890858,94.11583708705184,349,0.6956329228792395,7,NULL,NULL,NULL
627,Cultural Change,Unsuccessful,0.12153752109655735,12,1555,Employee Engagement,44.506338122263614,58.22337092847828,349,0.6956329228792395,7,NULL,NULL,NULL
627,Cultural Change,Unsuccessful,0.12153752109655735,12,1555,Employee Engagement,44.506338122263614,60.724004939531255,349,0.6956329228792395,7,NULL,NULL,NULL
627,Cultural Change,Unsuccessful,0.12153752109655735,12,1555,Employee Engagement,44.506338122263614,63.15738937899337,349,0.6956329228792395,7,NULL,NULL,NULL
627,Cultural Change,Unsuccessful,0.12153752109655735,12,332,Employee Engagement,87.73132748261503,NULL,349,0.6956329228792395,7,NULL,NULL,NULL
628,Process Change,Partially Successful,1.6444026046970253,1,1101,Employee Engagement,42.077136756825105,56.07411748328553,104,0.9125019472466287,4,413,3,0.5170475859222875
628,Process Change,Partially Successful,1.6444026046970253,1,1101,Employee Engagement,42.077136756825105,56.07411748328553,571,0.8198551531926237,8,413,3,0.5170475859222875
628,Process Change,Partially Successful,1.6444026046970253,1,1101,Employee Engagement,42.077136756825105,56.07411748328553,1576,0.5415902108727809,4,413,3,0.5170475859222875
628,Process Change,Partially Successful,1.6444026046970253,1,1101,Employee Engagement,42.077136756825105,56.07411748328553,1834,0.5216238644822246,7,413,3,0.5170475859222875
630,Cultural Change,Partially Successful,0.19736337063907083,9,289,Cost Efficiency,22.042482800596687,73.0462576823879,NULL,NULL,NULL,NULL,NULL,NULL
631,Cultural Change,Unsuccessful,1.4448669715151399,12,1656,Change Adoption Rate,83.37165153073455,79.24265537665929,NULL,NULL,NULL,NULL,NULL,NULL
631,Cultural Change,Unsuccessful,1.4448669715151399,12,1656,Change Adoption Rate,83.37165153073455,60.8459115901485,NULL,NULL,NULL,NULL,NULL,NULL
631,Cultural Change,Unsuccessful,1.4448669715151399,12,158,Cost Efficiency,61.18824501262504,85.15927823672294,NULL,NULL,NULL,NULL,NULL,NULL
632,Technology Change,Unsuccessful,-0.377195239089831,20,774,Employee Engagement,13.748556746558426,NULL,732,0.8351011069509682,9,20,5,0.9114434338745099
634,Technology Change,Unsuccessful,0.895051737132408,17,978,Employee Engagement,28.708357932004315,57.69483868099792,NULL,NULL,NULL,NULL,NULL,NULL
634,Technology Change,Unsuccessful,0.895051737132408,17,978,Employee Engagement,28.708357932004315,64.45461263314525,NULL,NULL,NULL,NULL,NULL,NULL
634,Technology Change,Unsuccessful,0.895051737132408,17,1485,Employee Engagement,49.31455747918845,75.81838995235343,NULL,NULL,NULL,NULL,NULL,NULL
634,Technology Change,Unsuccessful,0.895051737132408,17,1485,Employee Engagement,49.31455747918845,86.15979570071607,NULL,NULL,NULL,NULL,NULL,NULL
634,Technology Change,Unsuccessful,0.895051737132408,17,1485,Employee Engagement,49.31455747918845,85.59251773696721,NULL,NULL,NULL,NULL,NULL,NULL
634,Technology Change,Unsuccessful,0.895051737132408,17,1878,Employee Engagement,23.60527420605014,83.97604090650688,NULL,NULL,NULL,NULL,NULL,NULL
636,Process Change,Unsuccessful,0.8465636099994138,21,731,Cost Efficiency,47.57033170324097,64.59180150170302,NULL,NULL,NULL,733,5,0.6706338315555671
636,Process Change,Unsuccessful,0.8465636099994138,21,731,Cost Efficiency,47.57033170324097,64.59180150170302,NULL,NULL,NULL,844,2,0.7202072784072415
636,Process Change,Unsuccessful,0.8465636099994138,21,731,Cost Efficiency,47.57033170324097,64.59180150170302,NULL,NULL,NULL,1326,4,0.5337070155652176
636,Process Change,Unsuccessful,0.8465636099994138,21,731,Cost Efficiency,47.57033170324097,64.59180150170302,NULL,NULL,NULL,1409,5,0.48049903865035914
637,Technology Change,Unsuccessful,-0.16299002941197138,22,234,Employee Engagement,49.11575597141773,NULL,1294,0.7493354873027889,2,NULL,NULL,NULL
638,Process Change,Unsuccessful,1.1733491889587655,20,483,Change Adoption Rate,84.93517932906757,65.07267979023142,748,0.6003057024781964,1,6,4,0.1020118802529657
638,Process Change,Unsuccessful,1.1733491889587655,20,483,Change Adoption Rate,84.93517932906757,56.82906035119161,748,0.6003057024781964,1,6,4,0.1020118802529657
638,Process Change,Unsuccessful,1.1733491889587655,20,1356,Cost Efficiency,48.686750156636315,55.35405362744009,748,0.6003057024781964,1,6,4,0.1020118802529657
638,Process Change,Unsuccessful,1.1733491889587655,20,1747,Change Adoption Rate,31.71513688244161,78.67998833090249,748,0.6003057024781964,1,6,4,0.1020118802529657
638,Process Change,Unsuccessful,1.1733491889587655,20,729,Change Adoption Rate,40.85309898412564,62.42153402220889,748,0.6003057024781964,1,6,4,0.1020118802529657
639,Technology Change,Successful,-0.45332800777968485,18,341,Employee Engagement,9.084490751462827,68.07796724120558,NULL,NULL,NULL,NULL,NULL,NULL
641,Technology Change,Successful,-0.20482151459255177,18,249,Cost Efficiency,97.91783320676815,NULL,1002,0.5565491094454673,6,1649,3,0.3137273519952044
641,Technology Change,Successful,-0.20482151459255177,18,249,Cost Efficiency,97.91783320676815,NULL,1092,0.7340988286779964,2,1649,3,0.3137273519952044
645,Cultural Change,Unsuccessful,1.3104427300064174,10,1956,Employee Engagement,74.66778113394871,83.7858940664204,830,0.5678742138835025,4,NULL,NULL,NULL
646,Process Change,Partially Successful,-0.29688233889485227,7,110,Employee Engagement,86.64745595700961,53.68892276308876,NULL,NULL,NULL,954,2,0.33599243505747944
646,Process Change,Partially Successful,-0.29688233889485227,7,110,Employee Engagement,86.64745595700961,53.68892276308876,NULL,NULL,NULL,1083,1,0.34728216587272687
646,Process Change,Partially Successful,-0.29688233889485227,7,110,Employee Engagement,86.64745595700961,88.12055609277385,NULL,NULL,NULL,954,2,0.33599243505747944
646,Process Change,Partially Successful,-0.29688233889485227,7,110,Employee Engagement,86.64745595700961,88.12055609277385,NULL,NULL,NULL,1083,1,0.34728216587272687
646,Process Change,Partially Successful,-0.29688233889485227,7,890,Change Adoption Rate,56.187794903490115,NULL,NULL,NULL,NULL,954,2,0.33599243505747944
646,Process Change,Partially Successful,-0.29688233889485227,7,890,Change Adoption Rate,56.187794903490115,NULL,NULL,NULL,NULL,1083,1,0.34728216587272687
647,Cultural Change,Unsuccessful,1.6960852774895145,5,1173,Change Adoption Rate,61.491106669083976,65.43023257305346,735,0.6960628420219247,11,1993,3,0.3804375241049275
647,Cultural Change,Unsuccessful,1.6960852774895145,5,1173,Change Adoption Rate,61.491106669083976,53.07120673243124,735,0.6960628420219247,11,1993,3,0.3804375241049275
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,71.6104116846547,250,0.6491798982528567,7,517,5,0.29018329380469077
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,71.6104116846547,250,0.6491798982528567,7,1090,3,0.8600608251901954
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,71.6104116846547,1204,0.8633926221681393,1,517,5,0.29018329380469077
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,71.6104116846547,1204,0.8633926221681393,1,1090,3,0.8600608251901954
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,71.6104116846547,1864,0.7474115070315118,10,517,5,0.29018329380469077
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,71.6104116846547,1864,0.7474115070315118,10,1090,3,0.8600608251901954
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,52.72358894678745,250,0.6491798982528567,7,517,5,0.29018329380469077
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,52.72358894678745,250,0.6491798982528567,7,1090,3,0.8600608251901954
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,52.72358894678745,1204,0.8633926221681393,1,517,5,0.29018329380469077
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,52.72358894678745,1204,0.8633926221681393,1,1090,3,0.8600608251901954
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,52.72358894678745,1864,0.7474115070315118,10,517,5,0.29018329380469077
648,Technology Change,Partially Successful,1.7148489932926667,11,63,Change Adoption Rate,39.556499109343356,52.72358894678745,1864,0.7474115070315118,10,1090,3,0.8600608251901954
652,Process Change,Unsuccessful,0.755153687175864,16,142,Employee Engagement,78.91651078890818,79.71475275920955,1994,0.8198496433300777,2,1652,2,0.609519082893744
652,Process Change,Unsuccessful,0.755153687175864,16,142,Employee Engagement,78.91651078890818,95.7097889341434,1994,0.8198496433300777,2,1652,2,0.609519082893744
654,Technology Change,Successful,0.838188513686912,11,105,Employee Engagement,9.551393971453791,NULL,1787,0.5030250413729531,10,NULL,NULL,NULL
655,Cultural Change,Partially Successful,0.928644957207257,4,338,Change Adoption Rate,92.78711205517625,67.11755367870619,NULL,NULL,NULL,532,1,0.5776494330857133
655,Cultural Change,Partially Successful,0.928644957207257,4,547,Cost Efficiency,21.17311786296182,NULL,NULL,NULL,NULL,532,1,0.5776494330857133
656,Process Change,Unsuccessful,1.655148762337657,19,1357,Change Adoption Rate,69.58188736677738,72.37764090875848,639,0.9359845730978662,2,NULL,NULL,NULL
657,Technology Change,Successful,1.4431042958602838,14,1455,Employee Engagement,98.32995936332978,NULL,148,0.5807394214429553,1,1951,2,0.9174121635002034
657,Technology Change,Successful,1.4431042958602838,14,1455,Employee Engagement,98.32995936332978,NULL,505,0.6333971062810979,5,1951,2,0.9174121635002034
657,Technology Change,Successful,1.4431042958602838,14,335,Change Adoption Rate,34.968560744016195,NULL,148,0.5807394214429553,1,1951,2,0.9174121635002034
657,Technology Change,Successful,1.4431042958602838,14,335,Change Adoption Rate,34.968560744016195,NULL,505,0.6333971062810979,5,1951,2,0.9174121635002034
660,Process Change,Successful,0.7558652683463614,18,329,Cost Efficiency,60.97551732460491,50.68173371840529,383,0.837077597204487,11,472,2,0.1934533594496204
660,Process Change,Successful,0.7558652683463614,18,329,Cost Efficiency,60.97551732460491,50.68173371840529,383,0.837077597204487,11,652,5,0.09099854039640864
